entry,name,signature,status,chunk
"180025370","SetDEXPAttackTime","undefined SetDEXPAttackTime(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025400","SetDEXPReleaseTime","undefined SetDEXPReleaseTime(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025490","SetDEXPHoldTime","undefined SetDEXPHoldTime(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025530","SetDEXPExpansionRatio","undefined SetDEXPExpansionRatio(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800255d0","SetDEXPHysteresisRatio","undefined SetDEXPHysteresisRatio(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025670","SetDEXPAttackThreshold","undefined SetDEXPAttackThreshold(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025700","SetDEXPFilterTaps","undefined SetDEXPFilterTaps(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025760","SetDEXPWindowType","undefined SetDEXPWindowType(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800257c0","SetDEXPLowCut","undefined SetDEXPLowCut(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025830","SetDEXPHighCut","undefined SetDEXPHighCut(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800258a0","SetDEXPRunSideChannelFilter","undefined SetDEXPRunSideChannelFilter(void)","OK","wdsp.dll.decompiled.part-0001.c"
"1800258f0","SetDEXPRunVox","undefined SetDEXPRunVox(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025940","SetDEXPRunAudioDelay","undefined SetDEXPRunAudioDelay(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025990","SetDEXPAudioDelay","undefined SetDEXPAudioDelay(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025a30","GetDEXPPeakSignal","undefined GetDEXPPeakSignal(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025a90","SetAntiVOXRun","undefined SetAntiVOXRun(void)","OK","wdsp.dll.decompiled.part-0001.c"
"180025ae0","SetAntiVOXSize","undefined SetAntiVOXSize(void)","OK","wdsp.dll.decompiled.part-0001.c"
